Domain,MalScore,VT_Link,CreationDate,UpdatedDate,RegistryExpiry
mailboxdownload.com,15,https://www.virustotal.com/gui/domain/mailboxdownload.com,2024-10-03 00:00:00,2024-10-03 00:00:00,2025-10-03 00:00:00
message.mailboxarea.cloud,15,https://www.virustotal.com/gui/domain/message.mailboxarea.cloud,2024-05-23 00:00:00,2024-05-23 00:00:00,2025-05-23 00:00:00
admin.inboxsession.info,15,https://www.virustotal.com/gui/domain/admin.inboxsession.info,2024-05-23 00:00:00,2024-05-23 00:00:00,2025-05-23 00:00:00
sss.qwadx.com,16,https://www.virustotal.com/gui/domain/sss.qwadx.com,2025-01-29 00:00:00,2025-01-29 00:00:00,2026-01-29 00:00:00
pweobmxdlboi.com,18,https://www.virustotal.com/gui/domain/pweobmxdlboi.com,2024-08-26 00:00:00,2024-08-26 00:00:00,2025-08-26 00:00:00
auth.allcloudindex.com,14,https://www.virustotal.com/gui/domain/auth.allcloudindex.com,2024-02-08T06:42:18Z,2025-04-13T11:14:00Z,2025-02-08T06:42:18Z
tagdiyn.com,0,https://www.virustotal.com/gui/domain/tagdiyn.com,2025-02-13 00:00:00,2025-02-13 00:00:00,2026-02-13 00:00:00
qwadx.com,7,https://www.virustotal.com/gui/domain/qwadx.com,2025-01-29 00:00:00,2025-01-29 00:00:00,2026-01-29 00:00:00
dabatvnews.com,0,https://www.virustotal.com/gui/domain/dabatvnews.com,2024-04-08T10:32:09Z,2025-02-25T08:16:26Z,2026-04-08T10:32:09Z
hometowncity.cloud,12,https://www.virustotal.com/gui/domain/hometowncity.cloud,2024-12-03 00:00:00,2024-12-03 00:00:00,2025-12-03 00:00:00
hidrogarnes.com,9,https://www.virustotal.com/gui/domain/hidrogarnes.com,2025-01-13 00:00:00,2025-01-13 00:00:00,2026-01-13 00:00:00
ftp.ural-info.net,0,https://www.virustotal.com/gui/domain/ftp.ural-info.net,2025-01-03 00:00:00,2025-01-03 00:00:00,2026-01-03 00:00:00
alfhjdumnsulhuehs.com,2,https://www.virustotal.com/gui/domain/alfhjdumnsulhuehs.com,2025-01-23 00:00:00,2025-01-23 00:00:00,2026-01-23 00:00:00
mail.alfhjdumnsulhuehs.com,0,https://www.virustotal.com/gui/domain/mail.alfhjdumnsulhuehs.com,2025-01-23 00:00:00,2025-01-23 00:00:00,2026-01-23 00:00:00
ftp.qwadx.com,0,https://www.virustotal.com/gui/domain/ftp.qwadx.com,2025-01-29 00:00:00,2025-01-29 00:00:00,2026-01-29 00:00:00
ftp.alfhjdumnsulhuehs.com,0,https://www.virustotal.com/gui/domain/ftp.alfhjdumnsulhuehs.com,2025-01-23 00:00:00,2025-01-23 00:00:00,2026-01-23 00:00:00
www.qwadx.com,3,https://www.virustotal.com/gui/domain/www.qwadx.com,2025-01-29 00:00:00,2025-01-29 00:00:00,2026-01-29 00:00:00
www.mqmuk.com,0,https://www.virustotal.com/gui/domain/www.mqmuk.com,2024-10-16 00:00:00,2024-10-16 00:00:00,2025-10-16 00:00:00
mqmuk.com,3,https://www.virustotal.com/gui/domain/mqmuk.com,2024-10-16 00:00:00,2024-10-16 00:00:00,2025-10-16 00:00:00
mprecisionsgrinding.com,1,https://www.virustotal.com/gui/domain/mprecisionsgrinding.com,2024-05-08 00:00:00,2024-05-08 00:00:00,2025-05-08 00:00:00
www.alfhjdumnsulhuehs.com,0,https://www.virustotal.com/gui/domain/www.alfhjdumnsulhuehs.com,2025-01-23 00:00:00,2025-01-23 00:00:00,2026-01-23 00:00:00
whispenpower.com,0,https://www.virustotal.com/gui/domain/whispenpower.com,2025-02-07 00:00:00,2025-02-07 00:00:00,2026-02-07 00:00:00
mail.qwadx.com,0,https://www.virustotal.com/gui/domain/mail.qwadx.com,2025-01-29 00:00:00,2025-01-29 00:00:00,2026-01-29 00:00:00
ftp.farzinteb.net,0,https://www.virustotal.com/gui/domain/ftp.farzinteb.net,2024-12-24 00:00:00,2024-12-24 00:00:00,2025-12-24 00:00:00
www.subseasa.com,0,https://www.virustotal.com/gui/domain/www.subseasa.com,2025-03-06 00:00:00,2025-03-06 00:00:00,2026-03-06 00:00:00
thesietch.com,0,https://www.virustotal.com/gui/domain/thesietch.com,2025-02-26 00:00:00,2025-02-27 00:00:00,2026-02-26 00:00:00
www.ural-info.net,0,https://www.virustotal.com/gui/domain/www.ural-info.net,2025-01-03 00:00:00,2025-01-03 00:00:00,2026-01-03 00:00:00
www.eaglesxv.com,0,https://www.virustotal.com/gui/domain/www.eaglesxv.com,2024-11-27 00:00:00,2024-11-27 00:00:00,2025-11-27 00:00:00
